From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)
Q8DQR2	Q8DQR2	unreviewed	Q8DQR2_STRR6	Tributyrin esterase	estA spr0539	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	259	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q8DNV5	Q8DNV5	reviewed	DDL_STRR6	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)	ddl spr1515	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	347	cytosol [GO:0005829]; ATP binding [GO:0005524]; D-alanine-D-alanine ligase activity [GO:0008716]; metal ion binding [GO:0046872]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q8DQ09	Q8DQ09	unreviewed	Q8DQ09_STRR6	Lipoprotein	lmb spr0906	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	311	metal ion binding [GO:0046872]; cell adhesion [GO:0007155]; metal ion transport [GO:0030001]
Q8DPY0	Q8DPY0	unreviewed	Q8DPY0_STRR6	DAGKc domain-containing protein	spr0947	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	311	ATP binding [GO:0005524]; ATP-dependent diacylglycerol kinase activity [GO:0004143]; phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]
Q8CY96	Q8CY96	unreviewed	Q8CY96_STRR6	Uncharacterized protein	spr1774	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	53	
Q8CWW0	Q8CWW0	reviewed	MNMA_STRR6	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU spr0122	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	373	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049]; tRNA wobble position uridine thiolation [GO:0002143]
Q8DN59	Q8DN59	reviewed	GPDA_STRR6	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA spr1902	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	338	cytosol [GO:0005829]; glycerol-3-phosphate dehydrogenase complex [GO:0009331]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]
Q8DR39	Q8DR39	unreviewed	Q8DR39_STRR6	Choline-binding protein	pcpC spr0351	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	294	
Q8DNS0	Q8DNS0	reviewed	STKP_STRR6	Serine/threonine-protein kinase StkP (Ser/Thr-protein kinase StkP) (EC 2.7.11.1) (Eukaryotic-type Ser/Thr protein kinase) (ESTPK)	stkP pkn2 spr1577	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	659	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; division septum assembly [GO:0000917]; phosphorylation [GO:0016310]; regulation of cell shape [GO:0008360]
Q8DNZ8	Q8DNZ8	reviewed	GATD_STRR6	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD (EC 6.3.5.13) (Lipid II isoglutaminyl synthase glutaminase subunit) (EC 3.5.1.2)	gatD spr1444	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	260	carbon-nitrogen ligase activity on lipid II [GO:0140282]; glutaminase activity [GO:0004359]; cell wall organization [GO:0071555]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q8DRK7	Q8DRK7	unreviewed	Q8DRK7_STRR6	Metal-sensing transcriptional repressor	spr0067	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	85	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of DNA-templated transcription [GO:0045892]
Q8DPH7	Q8DPH7	unreviewed	Q8DPH7_STRR6	Metal-binding, possibly nucleic acid-binding protein	spr1158	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	180	
Q8CY99	Q8CY99	unreviewed	Q8CY99_STRR6	Type 2 lantibiotic, SP_1948 family	spr1766	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	62	defense response to Gram-positive bacterium [GO:0050830]
Q7ZAK6	Q7ZAK6	unreviewed	Q7ZAK6_STRR6	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	recG spr1539	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	671	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
Q8DQY9	Q8DQY9	unreviewed	Q8DQY9_STRR6	Trk transporter membrane-spanning protein-K+ transport	trkH spr0426	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	479	plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; potassium:chloride symporter activity [GO:0015379]
Q8DP97	Q8DP97	unreviewed	Q8DP97_STRR6	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	spr1277	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	486	cytosol [GO:0005829]; nicotinate phosphoribosyltransferase activity [GO:0004516]; transferase activity [GO:0016740]; NAD salvage [GO:0034355]
Q8CYT6	Q8CYT6	unreviewed	Q8CYT6_STRR6	ATP-grasp domain-containing protein	spr0945	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	271	
Q8DNW3	Q8DNW3	unreviewed	Q8DNW3_STRR6	RNA-binding S4 domain-containing protein	spr1506	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	283	RNA binding [GO:0003723]
Q8DQK3	Q8DQK3	unreviewed	Q8DQK3_STRR6	Cobalt ABC transporter permease	spr0631	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	197	membrane [GO:0016020]
Q8DNT9	Q8DNT9	unreviewed	Q8DNT9_STRR6	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	aroG spr1543	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	343	cytoplasm [GO:0005737]; 3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]
Q8DNF3	Q8DNF3	unreviewed	Q8DNF3_STRR6	Subtilisin-like serine protease (EC 3.4.21.-)	nisP spr1771	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	579	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]
Q8DPP0	Q8DPP0	reviewed	LACB_STRR6	Galactose-6-phosphate isomerase subunit LacB (EC 5.3.1.26)	lacB spr1075	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	171	galactose-6-phosphate isomerase activity [GO:0050044]; ribose-5-phosphate isomerase activity [GO:0004751]; D-allose catabolic process [GO:0019316]; galactose catabolic process [GO:0019388]; lactose catabolic process via tagatose-6-phosphate [GO:0019512]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]
P66709	P66709	reviewed	RPOA_STRR6	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA spr0215	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	311	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351]
Q8DR77	Q8DR77	reviewed	UCDH_STRR6	Unsaturated chondroitin disaccharide hydrolase (EC 3.2.1.180) (Unsaturated glucuronyl hydrolase) (SpnUGL)	ugl spr0292	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	396	chondroitin hydrolase activity [GO:0052757]; unsaturated chondroitin disaccharide hydrolase activity [GO:0102212]; polysaccharide catabolic process [GO:0000272]
Q8DQK5	Q8DQK5	reviewed	THIM1_STRR6	Hydroxyethylthiazole kinase 1 (EC 2.7.1.50) (4-methyl-5-beta-hydroxyethylthiazole kinase 1) (TH kinase 1) (Thz kinase 1)	thiM1 spr0629	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	260	ATP binding [GO:0005524]; hydroxyethylthiazole kinase activity [GO:0004417]; magnesium ion binding [GO:0000287]; phosphorylation [GO:0016310]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]
Q8DP22	Q8DP22	unreviewed	Q8DP22_STRR6	Formylmethionine deformylase (EC 3.5.1.31)	def spr1408	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	136	formylmethionine deformylase activity [GO:0008463]; peptide deformylase activity [GO:0042586]; co-translational protein modification [GO:0043686]
Q8DPW2	Q8DPW2	unreviewed	Q8DPW2_STRR6	ABC transporter domain-containing protein	ABC-NBD spr0977	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	252	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; transmembrane transport [GO:0055085]
Q8DQ58	Q8DQ58	reviewed	KTHY_STRR6	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk spr0835	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	212	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; thymidylate kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]; phosphorylation [GO:0016310]
Q8CYW1	Q8CYW1	unreviewed	Q8CYW1_STRR6	Replication initiator A N-terminal domain-containing protein	spr0840	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	215	
Q8CWV7	Q8CWV7	reviewed	RL4_STRR6	Large ribosomal subunit protein uL4 (50S ribosomal protein L4)	rplD spr0189	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	207	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
Q8DR08	Q8DR08	unreviewed	Q8DR08_STRR6	Glycosyltransferase family 8 protein	spr0397	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	161	glycosyltransferase activity [GO:0016757]
Q8DRM0	Q8DRM0	reviewed	PUR2_STRR6	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD spr0052	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	420	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]
Q8DRH9	Q8DRH9	unreviewed	Q8DRH9_STRR6	Nudix hydrolase domain-containing protein	spr0123	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	160	hydrolase activity [GO:0016787]
Q8DN18	Q8DN18	unreviewed	Q8DN18_STRR6	D-ribose pyranase (EC 5.4.99.62)	fucU spr1971	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	146	D-ribose pyranase activity [GO:0062193]; fucose binding [GO:0042806]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]; fucose metabolic process [GO:0006004]; fucosylation [GO:0036065]
Q8DQI1	Q8DQI1	unreviewed	Q8DQI1_STRR6	ABC transporter substrate-binding protein-branched chain amino acid transport	livJ spr0659	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	386	amino acid transport [GO:0006865]
Q8DRG2	Q8DRG2	unreviewed	Q8DRG2_STRR6	ABC transporter substrate-binding protein-amino acid transport	ABC-SBP spr0146	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	276	
Q8DRK1	Q8DRK1	unreviewed	Q8DRK1_STRR6	Response regulator	rr08 spr0076	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	232	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]
Q8DNS5	Q8DNS5	unreviewed	Q8DNS5_STRR6	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.88)	mvaA spr1570	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	424	hydroxymethylglutaryl-CoA reductase (NADH) activity [GO:0140643]; hydroxymethylglutaryl-CoA reductase (NADPH) activity [GO:0004420]; coenzyme A metabolic process [GO:0015936]
Q8DNL7	Q8DNL7	unreviewed	Q8DNL7_STRR6	PhoU domain-containing protein	spr1649	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	213	intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]
Q8CYN4	Q8CYN4	unreviewed	Q8CYN4_STRR6	Replication initiator A N-terminal domain-containing protein	spr1209	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	84	
Q8DNC9	Q8DNC9	reviewed	RNM5_STRR6	Ribonuclease M5 (EC 3.1.26.8) (RNase M5) (Ribosomal RNA terminal maturase M5)	rnmV spr1804	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	186	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; ribonuclease M5 activity [GO:0043822]; rRNA binding [GO:0019843]; rRNA processing [GO:0006364]
Q8DNQ6	Q8DNQ6	unreviewed	Q8DNQ6_STRR6	CRM domain-containing protein	spr1593	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	103	RNA binding [GO:0003723]
Q8DNG1	Q8DNG1	unreviewed	Q8DNG1_STRR6	DNA-damage-inducible protein	dinF spr1756	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	456	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]
Q8DNB8	Q8DNB8	unreviewed	Q8DNB8_STRR6	Transcription termination/antitermination protein NusG	nusG spr1820	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	183	cytosol [GO:0005829]; DNA-templated transcription termination [GO:0006353]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673]
P63596	P63596	reviewed	AROE_STRR6	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	aroE spr1234	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	284	NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]
Q8DQH4	Q8DQH4	unreviewed	Q8DQH4_STRR6	Cell division ATP-binding protein FtsE	ftsE spr0666	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	230	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]; cell cycle [GO:0007049]; cell division [GO:0051301]; transmembrane transport [GO:0055085]
Q8DPJ7	Q8DPJ7	reviewed	GUAC_STRR6	GMP reductase (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase) (Guanosine monophosphate reductase)	guaC spr1128	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	328	GMP reductase complex [GO:1902560]; GMP reductase activity [GO:0003920]; purine nucleotide metabolic process [GO:0006163]
Q8DPZ5	Q8DPZ5	unreviewed	Q8DPZ5_STRR6	Spermine/spermidine acetyltransferase (EC 2.3.1.57)	bltD spr0923	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	159	diamine N-acetyltransferase activity [GO:0004145]
P0A2X4	P0A2X4	reviewed	EXOA_STRR6	Exodeoxyribonuclease (EC 3.1.11.2)	exoA spr1660	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	275	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; double-stranded DNA 3'-5' DNA exonuclease activity [GO:0008311]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; phosphoric diester hydrolase activity [GO:0008081]; base-excision repair [GO:0006284]
Q8DMX7	Q8DMX7	reviewed	RODZ_STRR6	Cytoskeleton protein RodZ	rodZ spr2028	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	276	plasma membrane [GO:0005886]; DNA binding [GO:0003677]; regulation of cell shape [GO:0008360]
Q8CYQ2	Q8CYQ2	unreviewed	Q8CYQ2_STRR6	Translation factor	spr1131	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	56	
Q8DNU2	Q8DNU2	unreviewed	Q8DNU2_STRR6	ABC transporter substrate-binding protein-sugar transport	ABC-SBP spr1534	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	445	
Q8DRC5	Q8DRC5	unreviewed	Q8DRC5_STRR6	Pyruvate formate-lyase 3 (EC 1.97.1.4)	pflE spr0226	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	258	4 iron, 4 sulfur cluster binding [GO:0051539]; [formate-C-acetyltransferase]-activating enzyme activity [GO:0043365]; metal ion binding [GO:0046872]
Q8DQA2	Q8DQA2	unreviewed	Q8DQA2_STRR6	Cysteine desulfurase (EC 2.8.1.7)	spr0773	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	408	cysteine desulfurase activity [GO:0031071]; pyridoxal phosphate binding [GO:0030170]; cysteine metabolic process [GO:0006534]
Q8DQJ7	Q8DQJ7	unreviewed	Q8DQJ7_STRR6	COPAB ATPases metal-fist type repressor	copY spr0639	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	141	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]
Q8CYQ4	Q8CYQ4	unreviewed	Q8CYQ4_STRR6	McrBC 5-methylcytosine restriction system component	spr1129	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	447	
P0A4M8	P0A4M8	reviewed	AMIC_STRR6	Oligopeptide transport system permease protein AmiC	amiC spr1706	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	498	plasma membrane [GO:0005886]; peptide transport [GO:0015833]; protein transport [GO:0015031]; transmembrane transport [GO:0055085]
Q8DPY6	Q8DPY6	unreviewed	Q8DPY6_STRR6	ABC transporter substrate-binding protein-iron transport	ABC-SBP spr0934	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	341	outer membrane-bounded periplasmic space [GO:0030288]
Q8CZ28	Q8CZ28	unreviewed	Q8CZ28_STRR6	FAD-binding FR-type domain-containing protein	spr0531	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	400	membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity [GO:0016491]
Q8DR14	Q8DR14	unreviewed	Q8DR14_STRR6	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	fabF spr0382	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	414	cytosol [GO:0005829]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]
Q8CYH2	Q8CYH2	unreviewed	Q8CYH2_STRR6	Nicotinamide mononucleotide transporter	spr1482	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	140	membrane [GO:0016020]; nicotinamide riboside transmembrane transporter activity [GO:0034257]
Q8DMX1	Q8DMX1	unreviewed	Q8DMX1_STRR6	ABC transporter domain-containing protein	ABC-NBD spr2035	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	540	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
Q8CYD1	Q8CYD1	unreviewed	Q8CYD1_STRR6	PPM-type phosphatase domain-containing protein	spr1650	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	164	
Q8DMY2	Q8DMY2	reviewed	MREC_STRR6	Cell shape-determining protein MreC (Cell shape protein MreC)	mreC spr2023	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	272	plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]
Q8DP49	Q8DP49	unreviewed	Q8DP49_STRR6	ABC transporter ATP-binding protein-glutamine transport	glnQ spr1354	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	209	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
Q8DP65	Q8DP65	reviewed	SYGA_STRR6	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ spr1329	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	305	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; transferase activity [GO:0016740]; glycyl-tRNA aminoacylation [GO:0006426]
Q8DNC1	Q8DNC1	unreviewed	Q8DNC1_STRR6	histidine kinase (EC 2.7.13.3)	hk11 spr1815	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	365	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]
Q8DPK9	Q8DPK9	unreviewed	Q8DPK9_STRR6	N-acetyltransferase domain-containing protein	spr1116	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	162	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]
Q8DNP9	Q8DNP9	unreviewed	Q8DNP9_STRR6	Thioredoxin	trxA spr1602	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	104	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-disulfide reductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]
Q8DQN6	Q8DQN6	reviewed	Y580_STRR6	UPF0340 protein spr0580	spr0580	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	187	
Q8DQA5	Q8DQA5	unreviewed	Q8DQA5_STRR6	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX spr0769	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	551	DNA polymerase III complex [GO:0009360]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA-templated DNA replication [GO:0006261]
Q8DMW9	Q8DMW9	unreviewed	Q8DMW9_STRR6	Phage infection protein	spr2037	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	104	membrane [GO:0016020]
Q8DQ44	Q8DQ44	unreviewed	Q8DQ44_STRR6	Alanine dehydrogenase, truncation (EC 1.4.1.1)	spr0853	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	87	alanine dehydrogenase activity [GO:0000286]
Q8DPR1	Q8DPR1	unreviewed	Q8DPR1_STRR6	lipoate--protein ligase (EC 6.3.1.20)	lplA spr1047	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	329	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; lipoate-protein ligase activity [GO:0016979]; lipoyltransferase activity [GO:0017118]; protein modification process [GO:0036211]
Q8DNQ9	Q8DNQ9	unreviewed	Q8DNQ9_STRR6	Ribosomal silencing factor RsfS	rsfS spr1589	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	117	cytoplasm [GO:0005737]; ribosomal large subunit binding [GO:0043023]; cytosolic ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]
Q8DR44	Q8DR44	unreviewed	Q8DR44_STRR6	DNA alkylation repair enzyme, truncation	spr0345	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	48	
P63641	P63641	reviewed	MURI_STRR6	Glutamate racemase (EC 5.1.1.3)	murI spr1696	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	264	glutamate racemase activity [GO:0008881]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
Q8DP62	Q8DP62	unreviewed	Q8DP62_STRR6	Oxidoreductase	mocA spr1335	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	353	nucleotide binding [GO:0000166]
P59660	P59660	reviewed	RNH3_STRR6	Ribonuclease HIII (RNase HIII) (EC 3.1.26.4)	rnhC rnhB spr0365	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	290	cytoplasm [GO:0005737]; ribonuclease H2 complex [GO:0032299]; magnesium ion binding [GO:0000287]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]; mismatch repair [GO:0006298]
Q8CY90	Q8CY90	unreviewed	Q8CY90_STRR6	Nucleotide-binding protein	spr1831	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	64	
Q8DQ64	Q8DQ64	reviewed	LSPA_STRR6	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA spr0829	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	153	plasma membrane [GO:0005886]; aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]
Q8CYN1	Q8CYN1	unreviewed	Q8CYN1_STRR6	Prephenate dehydratase	spr1221	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	344	membrane [GO:0016020]
Q8DPW9	Q8DPW9	unreviewed	Q8DPW9_STRR6	Uncharacterized protein	spr0970	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	214	transferase activity [GO:0016740]
Q8DPJ2	Q8DPJ2	unreviewed	Q8DPJ2_STRR6	2-isopropylmalate synthase, truncation (EC 2.3.3.13)	spr1137	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	210	2-isopropylmalate synthase activity [GO:0003852]
Q8DPB4	Q8DPB4	reviewed	PSTB2_STRR6	Phosphate import ATP-binding protein PstB 2 (EC 7.3.2.1) (ABC phosphate transporter 2) (Phosphate-transporting ATPase 2)	pstB2 spr1254	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	267	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]; inorganic phosphate transmembrane transporter activity [GO:0005315]
Q8CYE3	Q8CYE3	unreviewed	Q8CYE3_STRR6	Peptidase M50 domain-containing protein	spr1610	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	372	membrane [GO:0016020]; proteolysis [GO:0006508]
Q8DNJ3	Q8DNJ3	unreviewed	Q8DNJ3_STRR6	ABC transporter ATP-binding protein-ferric iron transport	fecE spr1686	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	250	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]
Q8DPI4	Q8DPI4	unreviewed	Q8DPI4_STRR6	Choline kinase	pck spr1147	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	289	kinase activity [GO:0016301]; nucleotide binding [GO:0000166]; phosphorylation [GO:0016310]
